date,country,region,new_cases,total_cases,new_deaths,total_deaths
2021-02-20,Kyrgyzstan,EURO,59,85831,2,1452
2021-02-21,Kyrgyzstan,EURO,54,85885,6,1458
2021-02-22,Kyrgyzstan,EURO,44,85929,0,1458
2021-02-23,Kyrgyzstan,EURO,72,86001,2,1460
2021-02-24,Kyrgyzstan,EURO,24,86025,0,1460
2021-02-25,Kyrgyzstan,EURO,66,86091,3,1463
2021-02-26,Kyrgyzstan,EURO,51,86142,0,1463
2021-02-27,Kyrgyzstan,EURO,43,86185,0,1463
2021-02-28,Kyrgyzstan,EURO,44,86229,1,1464
2021-03-01,Kyrgyzstan,EURO,22,86251,2,1466
2021-03-02,Kyrgyzstan,EURO,57,86308,1,1467
2021-03-03,Kyrgyzstan,EURO,48,86356,1,1468
2021-03-04,Kyrgyzstan,EURO,54,86410,0,1468
2021-03-05,Kyrgyzstan,EURO,41,86451,2,1470
2021-03-06,Kyrgyzstan,EURO,55,86506,1,1471
2021-03-07,Kyrgyzstan,EURO,44,86550,0,1471
2021-03-08,Kyrgyzstan,EURO,33,86583,2,1473
2021-03-09,Kyrgyzstan,EURO,23,86606,2,1475
2021-03-10,Kyrgyzstan,EURO,34,86640,1,1476
2021-03-11,Kyrgyzstan,EURO,52,86692,0,1476
2021-03-12,Kyrgyzstan,EURO,63,86755,4,1480
2021-03-13,Kyrgyzstan,EURO,63,86818,0,1480
2021-03-14,Kyrgyzstan,EURO,32,86850,1,1481
2021-03-15,Kyrgyzstan,EURO,67,86917,2,1483
2021-03-16,Kyrgyzstan,EURO,73,86990,1,1484
2021-03-17,Kyrgyzstan,EURO,55,87045,1,1485
2021-03-18,Kyrgyzstan,EURO,98,87143,0,1485
2021-03-19,Kyrgyzstan,EURO,96,87239,2,1487
2021-03-20,Kyrgyzstan,EURO,82,87321,1,1488
2021-03-21,Kyrgyzstan,EURO,68,87389,2,1490
2021-03-22,Kyrgyzstan,EURO,73,87462,0,1490
2021-03-23,Kyrgyzstan,EURO,75,87537,0,1490
2021-03-24,Kyrgyzstan,EURO,115,87652,2,1492
2021-03-25,Kyrgyzstan,EURO,106,87758,2,1494
2021-03-26,Kyrgyzstan,EURO,100,87858,0,1494
2021-03-27,Kyrgyzstan,EURO,88,87946,0,1494
2021-03-28,Kyrgyzstan,EURO,146,88092,1,1495
2021-03-29,Kyrgyzstan,EURO,71,88163,2,1497
2021-03-30,Kyrgyzstan,EURO,113,88276,1,1498
2021-03-31,Kyrgyzstan,EURO,98,88374,1,1499
2021-04-01,Kyrgyzstan,EURO,164,88538,1,1500
2021-04-02,Kyrgyzstan,EURO,162,88700,0,1500
2021-04-03,Kyrgyzstan,EURO,142,88842,2,1502
2021-04-04,Kyrgyzstan,EURO,172,89014,4,1506
2021-04-05,Kyrgyzstan,EURO,139,89153,1,1507
2021-04-06,Kyrgyzstan,EURO,124,89277,2,1509
2021-04-07,Kyrgyzstan,EURO,161,89438,3,1512
2021-04-08,Kyrgyzstan,EURO,222,89660,4,1516
2021-04-09,Kyrgyzstan,EURO,151,89811,0,1516
2021-04-10,Kyrgyzstan,EURO,208,90019,3,1519
2021-04-11,Kyrgyzstan,EURO,208,90227,3,1522
2021-04-12,Kyrgyzstan,EURO,145,90372,6,1528
2021-04-13,Kyrgyzstan,EURO,227,90599,4,1532
2021-04-14,Kyrgyzstan,EURO,240,90839,2,1534
2021-04-15,Kyrgyzstan,EURO,305,91144,6,1540
2021-04-16,Kyrgyzstan,EURO,230,91374,4,1544
2021-04-17,Kyrgyzstan,EURO,265,91639,2,1546
2021-04-18,Kyrgyzstan,EURO,244,91883,3,1549
2021-04-19,Kyrgyzstan,EURO,212,92095,6,1555
2021-04-20,Kyrgyzstan,EURO,225,92320,2,1557
2021-04-21,Kyrgyzstan,EURO,306,92626,4,1561
2021-04-22,Kyrgyzstan,EURO,380,93006,5,1566
2021-04-23,Kyrgyzstan,EURO,272,93278,7,1573
2021-04-24,Kyrgyzstan,EURO,325,93603,5,1578
2021-04-25,Kyrgyzstan,EURO,228,93831,4,1582
2021-04-26,Kyrgyzstan,EURO,199,94030,2,1584
2021-04-27,Kyrgyzstan,EURO,247,94277,5,1589
2021-04-28,Kyrgyzstan,EURO,322,94599,3,1592
2021-04-29,Kyrgyzstan,EURO,345,94944,6,1598
2021-04-30,Kyrgyzstan,EURO,331,95275,6,1604
2021-05-01,Kyrgyzstan,EURO,477,95752,8,1612
2021-05-02,Kyrgyzstan,EURO,308,96060,7,1619
2021-05-03,Kyrgyzstan,EURO,277,96337,3,1622
2021-05-04,Kyrgyzstan,EURO,224,96561,8,1630
2021-05-05,Kyrgyzstan,EURO,397,96958,7,1637
2021-05-06,Kyrgyzstan,EURO,320,97278,3,1640
2021-05-07,Kyrgyzstan,EURO,385,97663,3,1643
2021-05-08,Kyrgyzstan,EURO,416,98079,6,1649
2021-05-09,Kyrgyzstan,EURO,321,98400,6,1655
2021-05-10,Kyrgyzstan,EURO,254,98654,5,1660
2021-05-11,Kyrgyzstan,EURO,379,99033,7,1667
2021-05-12,Kyrgyzstan,EURO,283,99316,8,1675
2021-05-13,Kyrgyzstan,EURO,329,99645,6,1681
2021-05-14,Kyrgyzstan,EURO,200,99845,6,1687
2021-05-15,Kyrgyzstan,EURO,404,100249,8,1695
2021-05-16,Kyrgyzstan,EURO,224,100473,8,1703
2021-05-17,Kyrgyzstan,EURO,259,100732,8,1711
2021-05-18,Kyrgyzstan,EURO,234,100966,7,1718
2021-05-19,Kyrgyzstan,EURO,253,101219,7,1725
2021-05-20,Kyrgyzstan,EURO,361,101580,4,1729
2021-05-21,Kyrgyzstan,EURO,298,101878,6,1735
2021-05-22,Kyrgyzstan,EURO,308,102186,8,1743
2021-05-23,Kyrgyzstan,EURO,325,102511,8,1751
2021-05-24,Kyrgyzstan,EURO,191,102702,6,1757
2021-05-25,Kyrgyzstan,EURO,298,103000,8,1765
2021-05-26,Kyrgyzstan,EURO,207,103207,8,1773
2021-05-27,Kyrgyzstan,EURO,376,103583,8,1781
2021-05-28,Kyrgyzstan,EURO,283,103866,7,1788
2021-05-29,Kyrgyzstan,EURO,356,104222,9,1797
2021-05-30,Kyrgyzstan,EURO,333,104555,6,1803
2021-01-01,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-02,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-03,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-04,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-05,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-06,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-07,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-08,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-09,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-10,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-11,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-12,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-13,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-14,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-15,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-16,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-17,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-18,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-19,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-20,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-21,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-22,Lao People's Democratic Republic,WPRO,0,41,0,0
2021-01-23,Lao People's Democratic Republic,WPRO,2,43,0,0
2021-01-24,Lao People's Democratic Republic,WPRO,0,43,0,0
2021-01-25,Lao People's Democratic Republic,WPRO,0,43,0,0
2021-01-26,Lao People's Democratic Republic,WPRO,1,44,0,0
2021-01-27,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-01-28,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-01-29,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-01-30,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-01-31,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-02-01,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-02-02,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-02-03,Lao People's Democratic Republic,WPRO,0,44,0,0
2021-02-04,Lao People's Democratic Republic,WPRO,1,45,0,0
2021-02-05,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-06,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-07,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-08,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-09,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-10,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-11,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-12,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-13,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-14,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-15,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-16,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-17,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-18,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-19,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-20,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-21,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-22,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-23,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-24,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-25,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-26,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-27,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-02-28,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-01,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-02,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-03,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-04,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-05,Lao People's Democratic Republic,WPRO,0,45,0,0
2021-03-06,Lao People's Democratic Republic,WPRO,2,47,0,0
2021-03-07,Lao People's Democratic Republic,WPRO,0,47,0,0
2021-03-08,Lao People's Democratic Republic,WPRO,0,47,0,0
2021-03-09,Lao People's Democratic Republic,WPRO,0,47,0,0
2021-03-10,Lao People's Democratic Republic,WPRO,0,47,0,0
2021-03-11,Lao People's Democratic Republic,WPRO,1,48,0,0
2021-03-12,Lao People's Democratic Republic,WPRO,0,48,0,0
2021-03-13,Lao People's Democratic Republic,WPRO,0,48,0,0
2021-03-14,Lao People's Democratic Republic,WPRO,1,49,0,0
2021-03-15,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-16,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-17,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-18,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-19,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-20,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-21,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-22,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-23,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-24,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-25,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-26,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-27,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-28,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-29,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-30,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-03-31,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-01,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-02,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-03,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-04,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-05,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-06,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-07,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-08,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-09,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-10,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-11,Lao People's Democratic Republic,WPRO,0,49,0,0
2021-04-12,Lao People's Democratic Republic,WPRO,2,51,0,0
2021-04-13,Lao People's Democratic Republic,WPRO,1,52,0,0
2021-04-14,Lao People's Democratic Republic,WPRO,0,52,0,0
2021-04-15,Lao People's Democratic Republic,WPRO,1,53,0,0
2021-04-16,Lao People's Democratic Republic,WPRO,0,53,0,0
2021-04-17,Lao People's Democratic Republic,WPRO,1,54,0,0
2021-04-18,Lao People's Democratic Republic,WPRO,4,58,0,0
2021-04-19,Lao People's Democratic Republic,WPRO,0,58,0,0
2021-04-20,Lao People's Democratic Republic,WPRO,0,58,0,0
2021-04-21,Lao People's Democratic Republic,WPRO,2,60,0,0
2021-04-22,Lao People's Democratic Republic,WPRO,28,88,0,0
2021-04-23,Lao People's Democratic Republic,WPRO,6,94,0,0
2021-04-24,Lao People's Democratic Republic,WPRO,64,158,0,0
2021-04-25,Lao People's Democratic Republic,WPRO,87,245,0,0
2021-04-26,Lao People's Democratic Republic,WPRO,67,312,0,0
2021-04-27,Lao People's Democratic Republic,WPRO,113,425,0,0
2021-04-28,Lao People's Democratic Republic,WPRO,75,500,0,0
2021-04-29,Lao People's Democratic Republic,WPRO,82,582,0,0
2021-04-30,Lao People's Democratic Republic,WPRO,60,642,0,0
2021-05-01,Lao People's Democratic Republic,WPRO,72,714,0,0
2021-05-02,Lao People's Democratic Republic,WPRO,64,778,0,0
2021-05-03,Lao People's Democratic Republic,WPRO,102,880,0,0
2021-05-04,Lao People's Democratic Republic,WPRO,33,913,0,0
2021-05-05,Lao People's Democratic Republic,WPRO,53,966,0,0
2021-05-06,Lao People's Democratic Republic,WPRO,46,1012,0,0
2021-05-07,Lao People's Democratic Republic,WPRO,105,1117,0,0
2021-05-08,Lao People's Democratic Republic,WPRO,28,1145,0,0
2021-05-09,Lao People's Democratic Republic,WPRO,28,1173,0,0
2021-05-10,Lao People's Democratic Republic,WPRO,69,1242,1,1
2021-05-11,Lao People's Democratic Republic,WPRO,25,1267,0,1
2021-05-12,Lao People's Democratic Republic,WPRO,35,1302,0,1
2021-05-13,Lao People's Democratic Republic,WPRO,55,1357,0,1
2021-05-14,Lao People's Democratic Republic,WPRO,65,1422,0,1
2021-05-15,Lao People's Democratic Republic,WPRO,16,1438,1,2
2021-05-16,Lao People's Democratic Republic,WPRO,72,1510,0,2
2021-05-17,Lao People's Democratic Republic,WPRO,21,1531,0,2
2021-05-18,Lao People's Democratic Republic,WPRO,47,1578,0,2
2021-05-19,Lao People's Democratic Republic,WPRO,49,1627,0,2
2021-05-20,Lao People's Democratic Republic,WPRO,50,1677,0,2
2021-05-21,Lao People's Democratic Republic,WPRO,14,1691,0,2
2021-05-22,Lao People's Democratic Republic,WPRO,12,1703,0,2
2021-05-23,Lao People's Democratic Republic,WPRO,19,1722,0,2
2021-05-24,Lao People's Democratic Republic,WPRO,19,1741,0,2
2021-05-25,Lao People's Democratic Republic,WPRO,21,1762,0,2
2021-05-26,Lao People's Democratic Republic,WPRO,56,1818,0,2
2021-05-27,Lao People's Democratic Republic,WPRO,5,1823,0,2
2021-05-28,Lao People's Democratic Republic,WPRO,12,1835,0,2
2021-05-29,Lao People's Democratic Republic,WPRO,10,1845,1,3
2021-05-30,Lao People's Democratic Republic,WPRO,3,1848,0,3
2021-01-01,Latvia,EURO,1861,40904,9,635
2021-01-02,Latvia,EURO,711,41615,9,644
2021-01-03,Latvia,EURO,314,41929,24,668
2021-01-04,Latvia,EURO,568,42497,12,680
2021-01-05,Latvia,EURO,621,43118,12,692
2021-01-06,Latvia,EURO,824,43942,30,722
2021-01-07,Latvia,EURO,1229,45171,32,754
2021-01-08,Latvia,EURO,1374,46545,36,790
2021-01-09,Latvia,EURO,1237,47782,11,801
2021-01-10,Latvia,EURO,1170,48952,17,818
2021-01-11,Latvia,EURO,616,49568,31,849
2021-01-12,Latvia,EURO,331,49899,15,864
2021-01-13,Latvia,EURO,878,50777,18,882
2021-01-14,Latvia,EURO,1255,52032,27,909
2021-01-15,Latvia,EURO,950,52982,11,920
2021-01-16,Latvia,EURO,1084,54066,0,920
2021-01-17,Latvia,EURO,1031,55097,41,961
2021-01-18,Latvia,EURO,567,55664,17,978
2021-01-19,Latvia,EURO,244,55908,5,983
2021-01-20,Latvia,EURO,812,56720,29,1012
2021-01-21,Latvia,EURO,1088,57808,20,1032
2021-01-22,Latvia,EURO,902,58710,25,1057
2021-01-23,Latvia,EURO,876,59586,19,1076
2021-01-24,Latvia,EURO,910,60496,21,1097
2021-01-25,Latvia,EURO,512,61008,14,1111
2021-01-26,Latvia,EURO,223,61231,3,1114
2021-01-27,Latvia,EURO,693,61924,12,1126
2021-01-28,Latvia,EURO,1103,63027,12,1138
2021-01-29,Latvia,EURO,965,63992,10,1148
2021-01-30,Latvia,EURO,931,64923,18,1166
2021-01-31,Latvia,EURO,785,65708,14,1180
2021-02-01,Latvia,EURO,533,66241,15,1195
2021-02-02,Latvia,EURO,411,66652,7,1202
2021-02-03,Latvia,EURO,775,67427,17,1219
2021-02-04,Latvia,EURO,1231,68658,31,1250
2021-02-05,Latvia,EURO,742,69400,31,1281
2021-02-06,Latvia,EURO,876,70276,28,1309
2021-02-07,Latvia,EURO,1044,71320,18,1327
2021-02-08,Latvia,EURO,480,71800,12,1339
2021-02-09,Latvia,EURO,288,72088,8,1347
2021-02-10,Latvia,EURO,781,72869,16,1363
2021-02-11,Latvia,EURO,990,73859,32,1395
2021-02-12,Latvia,EURO,842,74701,21,1416
2021-02-13,Latvia,EURO,808,75509,15,1431
2021-02-14,Latvia,EURO,773,76282,12,1443
2021-02-15,Latvia,EURO,424,76706,8,1451
2021-02-16,Latvia,EURO,278,76984,17,1468
2021-02-17,Latvia,EURO,713,77697,18,1486
2021-02-18,Latvia,EURO,946,78643,22,1508
2021-02-19,Latvia,EURO,708,79351,13,1521
2021-02-20,Latvia,EURO,689,80040,12,1533
2021-02-21,Latvia,EURO,1069,81109,5,1538
2021-02-22,Latvia,EURO,410,81519,4,1542
2021-02-23,Latvia,EURO,274,81793,4,1546
2021-02-24,Latvia,EURO,669,82462,24,1570
2021-02-25,Latvia,EURO,983,83445,17,1587
2021-02-26,Latvia,EURO,813,84258,6,1593
2021-02-27,Latvia,EURO,725,84983,8,1601
2021-02-28,Latvia,EURO,827,85810,13,1614
2021-03-01,Latvia,EURO,376,86186,4,1618
2021-03-02,Latvia,EURO,272,86458,3,1621
2021-03-03,Latvia,EURO,645,87103,17,1638
2021-03-04,Latvia,EURO,919,88022,16,1654
2021-03-05,Latvia,EURO,646,88668,12,1666
2021-03-06,Latvia,EURO,746,89414,14,1680
2021-03-07,Latvia,EURO,595,90009,7,1687
2021-03-08,Latvia,EURO,322,90331,8,1695
2021-03-09,Latvia,EURO,194,90525,4,1699
2021-03-10,Latvia,EURO,472,90997,6,1705
2021-03-11,Latvia,EURO,639,91636,21,1726
2021-03-12,Latvia,EURO,638,92274,11,1737
2021-03-13,Latvia,EURO,632,92906,9,1746
2021-03-14,Latvia,EURO,578,93484,11,1757
2021-03-15,Latvia,EURO,307,93791,10,1767
2021-03-16,Latvia,EURO,166,93957,2,1769
2021-03-17,Latvia,EURO,645,94602,8,1777
2021-03-18,Latvia,EURO,818,95420,12,1789
2021-03-19,Latvia,EURO,482,95902,12,1801
2021-03-20,Latvia,EURO,622,96524,10,1811
2021-03-21,Latvia,EURO,625,97149,10,1821
2021-03-22,Latvia,EURO,260,97409,5,1826
2021-03-23,Latvia,EURO,177,97586,2,1828
2021-03-24,Latvia,EURO,508,98094,12,1840
2021-03-25,Latvia,EURO,776,98870,11,1851
2021-03-26,Latvia,EURO,606,99476,13,1864
2021-03-27,Latvia,EURO,638,100114,3,1867
2021-03-28,Latvia,EURO,602,100716,5,1872
2021-03-29,Latvia,EURO,324,101040,6,1878
2021-03-30,Latvia,EURO,167,101207,5,1883
2021-03-31,Latvia,EURO,526,101733,10,1893
2021-04-01,Latvia,EURO,630,102363,6,1899
2021-04-02,Latvia,EURO,638,103001,14,1913
2021-04-03,Latvia,EURO,587,103588,9,1922
2021-04-04,Latvia,EURO,279,103867,1,1923
2021-04-05,Latvia,EURO,238,104105,8,1931
2021-04-06,Latvia,EURO,119,104224,3,1934
2021-04-07,Latvia,EURO,309,104533,3,1937
2021-04-08,Latvia,EURO,643,105176,9,1946
2021-04-09,Latvia,EURO,740,105916,17,1963
2021-04-10,Latvia,EURO,658,106574,18,1981
2021-04-11,Latvia,EURO,666,107240,5,1986
2021-04-12,Latvia,EURO,368,107608,0,1986
2021-04-13,Latvia,EURO,210,107818,4,1990
2021-04-14,Latvia,EURO,537,108355,12,2002
2021-04-15,Latvia,EURO,733,109088,17,2019
2021-04-16,Latvia,EURO,643,109731,11,2030
2021-04-17,Latvia,EURO,612,110343,12,2042
2021-04-18,Latvia,EURO,654,110997,6,2048
2021-04-19,Latvia,EURO,337,111334,5,2053
2021-04-20,Latvia,EURO,202,111536,3,2056
2021-04-21,Latvia,EURO,688,112224,15,2071
2021-04-22,Latvia,EURO,759,112983,8,2079
2021-04-23,Latvia,EURO,578,113561,9,2088
2021-04-24,Latvia,EURO,683,114244,6,2094
2021-04-25,Latvia,EURO,711,114955,7,2101
2021-04-26,Latvia,EURO,361,115316,1,2102
2021-04-27,Latvia,EURO,220,115536,4,2106
2021-04-28,Latvia,EURO,596,116132,4,2110
2021-04-29,Latvia,EURO,967,117099,8,2118
2021-04-30,Latvia,EURO,696,117795,7,2125
2021-05-01,Latvia,EURO,763,118558,6,2131
2021-05-02,Latvia,EURO,812,119370,8,2139
2021-05-03,Latvia,EURO,380,119750,5,2144
2021-05-04,Latvia,EURO,203,119953,10,2154
2021-05-05,Latvia,EURO,425,120378,5,2159
2021-05-06,Latvia,EURO,358,120736,7,2166
2021-05-07,Latvia,EURO,773,121509,12,2178
2021-05-08,Latvia,EURO,1036,122545,19,2197
2021-05-09,Latvia,EURO,786,123331,11,2208
2021-05-10,Latvia,EURO,632,123963,4,2212
2021-05-11,Latvia,EURO,338,124301,1,2213
2021-05-12,Latvia,EURO,659,124960,4,2217
2021-05-13,Latvia,EURO,729,125689,6,2223
2021-05-14,Latvia,EURO,698,126387,17,2240
2021-05-15,Latvia,EURO,666,127053,8,2248
2021-05-16,Latvia,EURO,544,127597,9,2257
2021-05-17,Latvia,EURO,381,127978,9,2266
2021-05-18,Latvia,EURO,147,128125,3,2269
2021-05-19,Latvia,EURO,563,128688,11,2280
2021-05-20,Latvia,EURO,609,129297,18,2298
2021-05-21,Latvia,EURO,497,129794,3,2301
2021-05-22,Latvia,EURO,477,130271,8,2309
2021-05-23,Latvia,EURO,441,130712,14,2323
2021-05-24,Latvia,EURO,233,130945,3,2326
2021-05-25,Latvia,EURO,134,131079,2,2328
2021-05-26,Latvia,EURO,435,131514,14,2342
2021-05-27,Latvia,EURO,396,131910,6,2348
2021-05-28,Latvia,EURO,348,132258,7,2355
2021-05-29,Latvia,EURO,354,132612,4,2359
2021-05-30,Latvia,EURO,306,132918,11,2370
2021-01-01,Lebanon,EMRO,3507,181503,12,1455
2021-01-02,Lebanon,EMRO,2385,183888,11,1466
2021-01-03,Lebanon,EMRO,2520,186408,10,1476
2021-01-04,Lebanon,EMRO,2870,189278,10,1486
2021-01-05,Lebanon,EMRO,2861,192139,13,1499
2021-01-06,Lebanon,EMRO,3620,195759,17,1516
2021-01-07,Lebanon,EMRO,4166,199925,21,1537
2021-01-08,Lebanon,EMRO,4774,204699,16,1553
2021-01-09,Lebanon,EMRO,5440,210139,17,1570
2021-01-10,Lebanon,EMRO,5414,215553,20,1590
2021-01-11,Lebanon,EMRO,3743,219296,16,1606
2021-01-12,Lebanon,EMRO,3095,222391,23,1629
2021-01-13,Lebanon,EMRO,4557,226948,76,1705
2021-01-14,Lebanon,EMRO,4988,231936,35,1740
2021-01-15,Lebanon,EMRO,5196,237132,41,1781
2021-01-16,Lebanon,EMRO,6154,243286,44,1825
2021-01-17,Lebanon,EMRO,5872,249158,41,1866
2021-01-18,Lebanon,EMRO,3654,252812,40,1906
2021-01-19,Lebanon,EMRO,3144,255956,53,1959
2021-01-20,Lebanon,EMRO,4359,260315,61,2020
2021-01-21,Lebanon,EMRO,4332,264647,64,2084
2021-01-22,Lebanon,EMRO,4594,269241,67,2151
2021-01-23,Lebanon,EMRO,3170,272411,67,2218
2021-01-24,Lebanon,EMRO,4176,276587,62,2280
2021-01-25,Lebanon,EMRO,3010,279597,60,2340
2021-01-26,Lebanon,EMRO,2652,282249,54,2394
2021-01-27,Lebanon,EMRO,3505,285754,83,2477
2021-01-28,Lebanon,EMRO,3906,289660,76,2553
2021-01-29,Lebanon,EMRO,3497,293157,68,2621
2021-01-30,Lebanon,EMRO,3125,296282,59,2680
2021-01-31,Lebanon,EMRO,2631,298913,351,3031
2021-02-01,Lebanon,EMRO,2139,301052,51,3082
2021-02-02,Lebanon,EMRO,2020,303072,63,3145
2021-02-03,Lebanon,EMRO,2770,305842,81,3226
2021-02-04,Lebanon,EMRO,3320,309162,89,3315
2021-02-05,Lebanon,EMRO,3107,312269,82,3397
2021-02-06,Lebanon,EMRO,3071,315340,98,3495
2021-02-07,Lebanon,EMRO,2496,317836,67,3562
2021-02-08,Lebanon,EMRO,2081,319917,54,3616
2021-02-09,Lebanon,EMRO,2063,321980,61,3677
2021-02-10,Lebanon,EMRO,2879,324859,60,3737
2021-02-11,Lebanon,EMRO,3157,328016,66,3803
2021-02-12,Lebanon,EMRO,3136,331152,63,3866
2021-02-13,Lebanon,EMRO,2934,334086,49,3915
2021-02-14,Lebanon,EMRO,2906,336992,46,3961
2021-02-15,Lebanon,EMRO,2130,339122,32,3993
2021-02-16,Lebanon,EMRO,1739,340861,44,4037
2021-02-17,Lebanon,EMRO,2723,343584,55,4092
2021-02-18,Lebanon,EMRO,2479,346063,60,4152
2021-02-19,Lebanon,EMRO,2730,348793,54,4206
2021-02-20,Lebanon,EMRO,2255,351048,51,4257
2021-02-21,Lebanon,EMRO,2323,353371,40,4297
2021-02-22,Lebanon,EMRO,1685,355056,43,4340
2021-02-23,Lebanon,EMRO,1541,356597,47,4387
2021-02-24,Lebanon,EMRO,2723,359320,59,4446
2021-02-25,Lebanon,EMRO,3513,362833,62,4508
2021-02-26,Lebanon,EMRO,3469,366302,52,4560
2021-02-27,Lebanon,EMRO,3373,369675,50,4610
2021-02-28,Lebanon,EMRO,3100,372775,42,4652
2021-03-01,Lebanon,EMRO,2258,375033,40,4692
2021-03-02,Lebanon,EMRO,1888,376921,51,4743
2021-03-03,Lebanon,EMRO,3098,380019,62,4805
2021-03-04,Lebanon,EMRO,3463,383482,61,4866
2021-03-05,Lebanon,EMRO,3369,386851,53,4919
2021-03-06,Lebanon,EMRO,3202,390053,52,4971
2021-03-07,Lebanon,EMRO,3158,393211,42,5013
2021-03-08,Lebanon,EMRO,2377,395588,33,5046
2021-03-09,Lebanon,EMRO,2283,397871,43,5089
2021-03-10,Lebanon,EMRO,3939,401810,45,5134
